sub,Auditory,CinguloOpercular/Action-mode,Default_Anterolateral,Default_Dorsolateral,Default_Parietal,Default_Retrosplenial,DorsalAttention,Frontoparietal,Language,MedialParietal,Premotor/DorsalAttentionII,Salience,SomatoCognitiveAction,Somatomotor_Face,Somatomotor_Foot,Somatomotor_Hand,Visual_Dorsal/VentralStream,Visual_Lateral,Visual_V1,Visual_V5
032,4.88,21.21,2.69,3.08,4.31,4.52,11.55,9.48,2.57,0.32,3.20,5.56,1.20,1.89,2.29,1.47,6.15,8.48,3.78,1.37
033,3.87,18.72,6.34,2.03,3.16,3.43,8.51,8.95,2.56,2.13,4.92,5.99,0.60,2.69,6.17,1.93,4.49,7.97,3.89,1.66
034,3.21,14.38,4.99,2.21,8.18,5.85,12.07,9.55,3.21,0.39,4.01,4.09,0.24,2.66,3.40,1.90,7.57,8.27,3.01,0.79
035,4.47,14.88,2.55,3.62,5.98,2.82,4.84,11.08,9.85,1.36,5.24,3.80,1.04,3.64,3.12,2.13,6.01,6.89,3.72,2.96
036,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
037,3.92,16.38,1.87,2.70,2.96,6.79,10.97,8.14,2.69,3.54,3.39,6.79,0.46,4.05,4.16,2.78,3.65,8.30,5.46,1.01
039,5.58,19.10,5.67,4.83,4.18,2.78,4.20,10.68,4.32,1.94,5.07,2.78,0.40,2.13,3.42,2.66,4.55,9.52,4.59,1.57
040,2.93,18.84,3.67,4.07,7.08,5.01,7.46,10.80,7.57,3.32,5.58,3.01,NA,2.72,4.94,3.06,1.91,4.00,2.93,1.11
042,2.74,15.64,3.78,2.60,12.80,5.36,7.16,6.82,7.78,1.97,3.11,3.34,NA,3.18,3.42,1.90,5.75,8.36,3.40,0.90
043,5.65,21.49,3.88,3.44,6.82,1.98,4.36,9.26,6.00,3.30,4.49,2.91,0.36,2.18,1.92,2.81,4.31,7.84,5.89,1.13
044,3.85,15.94,2.26,4.07,10.64,7.07,5.69,13.02,3.84,2.60,3.23,2.07,0.95,1.58,3.23,3.18,2.65,8.38,4.12,1.64
048,4.28,10.13,4.82,4.46,10.18,10.83,3.25,10.49,5.04,1.51,3.72,5.70,0.70,3.29,3.35,2.18,6.30,6.20,2.85,0.72
049,3.39,17.00,4.90,0.63,5.75,3.45,10.39,14.89,2.57,1.71,3.57,3.18,0.59,3.19,4.38,1.99,4.82,9.30,4.13,0.18
050,5.38,11.06,5.23,3.70,8.89,3.92,12.47,12.84,2.50,1.59,3.79,2.82,0.32,1.98,2.66,1.73,3.30,10.49,3.33,2.01
061,3.92,9.67,4.49,2.51,11.29,3.78,8.39,7.25,6.57,1.37,5.50,4.08,0.88,1.77,4.01,2.62,7.56,9.78,3.21,1.35
064,2.42,6.81,8.00,3.87,11.52,3.88,6.52,7.26,8.68,2.03,3.34,6.72,0.25,3.14,4.90,0.52,5.75,8.53,4.72,1.13
065,4.21,14.27,1.60,3.17,7.36,4.36,11.60,12.56,5.50,1.24,4.56,2.84,0.35,3.32,2.72,2.17,4.17,8.20,4.16,1.66
066,4.45,13.37,5.95,6.63,7.54,6.18,6.80,10.33,8.71,1.49,3.43,2.37,0.59,3.38,2.86,4.16,2.71,4.60,3.89,0.56
067,4.41,20.81,4.03,2.50,5.08,2.28,10.55,7.29,5.74,1.97,4.68,1.89,0.39,2.92,2.96,2.51,5.97,9.25,3.95,0.82
070,4.92,11.75,1.72,2.49,4.70,7.00,6.92,9.73,6.24,1.72,2.38,7.77,0.75,3.95,3.86,3.31,6.04,7.71,5.22,1.82
074,3.57,14.37,5.28,4.46,6.86,4.98,6.49,11.60,5.46,1.25,2.42,5.20,0.06,3.11,4.85,2.67,3.83,8.19,4.05,1.31
078,5.29,17.91,1.84,3.07,4.62,7.36,7.52,7.22,3.78,1.52,3.70,4.20,0.99,3.30,4.44,2.05,7.25,6.64,6.29,1.01
083,4.24,18.58,4.46,3.29,7.46,3.03,10.39,10.81,4.58,0.83,2.83,5.57,0.62,3.38,3.52,2.24,2.38,7.65,3.68,0.47
084,3.90,13.25,4.99,2.91,10.76,4.00,5.47,15.71,3.49,0.36,3.92,5.89,0.77,1.75,3.93,2.35,5.33,8.44,1.81,0.98
085,5.05,11.84,3.11,3.81,8.15,4.99,5.91,17.30,2.89,1.68,5.15,3.07,0.62,4.00,2.71,1.96,3.67,8.22,4.01,1.85
086,5.21,18.86,5.43,3.61,4.62,4.61,9.78,7.39,4.15,2.34,4.18,3.65,1.51,3.66,3.78,3.05,2.70,7.05,3.99,0.40
087,4.95,16.82,2.27,6.31,6.78,6.29,9.00,14.53,6.28,1.63,1.96,4.17,1.50,2.64,2.61,0.95,2.12,5.87,2.51,0.81
088,3.20,18.52,1.90,3.96,6.44,4.01,8.20,12.15,7.55,2.00,4.07,6.15,0.69,2.19,2.16,1.44,2.06,6.22,5.46,1.65
092,3.11,17.80,3.94,2.57,4.68,4.67,10.23,8.54,7.90,1.54,3.94,5.30,0.85,2.40,1.94,3.53,3.81,9.00,3.48,0.78
095,4.56,11.04,4.55,4.64,7.01,6.52,6.88,7.38,6.88,1.01,2.78,6.17,1.08,2.15,3.67,4.06,4.99,9.71,3.63,1.29
097,4.41,16.76,5.41,2.49,9.61,3.49,5.59,4.69,4.08,0.70,4.31,5.44,0.90,2.35,2.97,1.81,6.71,12.66,4.83,0.79
098,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
100,4.55,16.66,4.48,4.63,6.69,1.13,8.40,5.00,7.68,0.31,3.21,3.66,2.34,1.66,3.80,3.35,6.04,9.60,5.11,1.71
14006,3.36,15.13,3.61,3.61,6.27,6.60,3.74,9.49,9.96,3.32,3.29,5.42,0.07,3.25,3.79,2.67,3.04,7.25,4.50,1.63
14008,5.73,21.28,3.05,1.01,4.24,3.21,8.31,5.22,7.79,1.31,4.11,4.78,1.17,3.18,3.93,2.34,5.71,8.85,3.70,1.09
14011,5.77,12.76,3.93,3.68,8.45,5.01,5.68,8.81,7.73,0.78,2.65,6.41,NA,2.56,4.47,2.28,4.37,8.87,5.17,0.63
14013,6.00,11.73,6.06,4.98,8.56,3.26,7.16,19.89,5.81,2.56,2.19,5.57,0.44,1.56,2.22,3.15,1.62,3.98,2.44,0.84
14017,4.26,18.92,4.82,0.76,7.24,6.47,6.94,9.55,5.53,2.44,3.15,4.38,1.69,2.83,3.69,2.42,2.70,6.91,3.89,1.43
14027,3.78,13.76,4.06,5.23,7.05,6.89,5.90,13.34,7.58,3.52,2.09,3.91,0.57,2.32,3.63,1.96,2.21,7.39,3.44,1.36
14031,4.42,13.24,5.89,3.01,7.30,4.41,8.10,6.30,6.63,3.30,1.57,4.07,0.48,3.31,3.39,4.17,6.54,9.59,3.24,1.05
14041,4.85,21.43,3.43,3.58,4.88,8.90,5.20,5.12,8.47,1.44,3.83,3.93,0.50,2.95,5.01,2.55,2.84,8.03,1.56,1.50
14044,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
14054,3.49,12.94,3.80,4.02,6.13,4.92,6.48,12.13,9.84,2.26,3.88,2.92,0.68,3.39,2.67,1.95,4.03,7.90,5.26,1.31
14057,1.92,11.96,2.84,2.71,4.83,4.98,6.05,8.78,12.42,2.70,2.82,5.41,1.86,2.36,3.47,4.72,5.54,8.85,4.41,1.38
14063,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
14064,4.09,16.94,5.61,5.35,7.40,2.29,7.01,11.16,7.68,2.12,4.01,3.54,1.32,2.43,3.61,1.82,4.14,4.88,4.29,0.31
14076,2.28,10.29,2.61,4.94,6.99,5.61,13.60,10.34,2.39,3.01,1.99,5.58,0.05,3.45,4.03,2.41,5.67,9.61,3.28,1.85
14079,5.49,12.77,5.51,2.42,10.99,7.34,2.73,8.96,7.91,1.24,3.41,2.30,1.37,3.44,4.02,1.29,4.91,8.95,3.46,1.49
14080,1.73,10.53,7.96,4.22,12.57,4.05,6.44,10.74,4.21,1.53,2.24,1.39,0.05,3.07,4.38,4.03,7.27,7.42,4.27,1.89
14083,3.67,15.30,3.36,1.82,8.32,3.97,5.80,18.22,4.66,1.42,2.12,2.45,0.37,1.77,3.26,4.13,4.51,8.02,4.98,1.85
14087,5.13,13.27,5.99,3.64,7.37,5.12,4.22,9.48,5.42,3.24,2.23,6.45,0.58,2.88,3.67,4.18,3.83,7.99,4.62,0.70
14092,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
14094,3.49,16.99,6.33,3.85,3.86,4.34,7.68,5.67,9.88,1.79,2.78,6.39,1.08,2.10,3.94,2.68,4.49,7.24,4.00,1.42
14098,3.90,10.58,5.79,4.57,14.10,6.86,8.46,5.51,2.81,0.56,2.90,8.24,0.51,2.68,4.31,2.35,2.82,8.95,3.20,0.90
14099,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
14101,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
14110,2.15,8.50,5.92,7.27,8.97,9.46,5.88,10.19,7.90,2.90,2.46,4.42,1.53,1.43,3.95,2.26,2.60,7.35,4.57,0.29
14112,5.16,12.78,3.17,7.23,10.12,10.62,5.43,11.00,1.63,2.70,2.51,2.58,NA,2.39,3.11,2.62,5.69,7.43,2.46,1.35
14115,2.90,10.60,5.05,4.03,5.76,4.97,7.55,8.67,6.24,3.77,2.42,9.94,0.34,3.72,3.99,2.15,3.08,9.13,4.34,1.37
14118,2.81,18.33,2.76,2.64,5.90,8.51,6.99,9.96,3.95,4.19,2.94,8.36,0.32,3.64,2.29,2.20,2.33,7.73,3.50,0.65
14120,3.94,15.69,4.83,0.39,5.64,1.62,3.55,0.91,16.19,0.58,5.59,0.50,1.13,5.48,3.11,1.95,9.56,13.08,5.05,1.21
14125,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
14129,7.09,11.54,2.68,1.93,5.52,6.70,6.94,16.71,6.24,2.94,2.65,4.41,1.01,2.07,4.42,1.78,4.87,6.63,3.00,0.88
14132,3.74,12.51,2.74,1.45,7.25,9.04,5.79,11.96,2.56,3.53,2.77,6.07,2.09,3.16,1.73,1.14,7.29,10.16,3.63,1.41
14134,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
14136,4.43,17.15,5.78,2.92,6.16,3.88,4.69,7.03,12.76,0.69,4.29,3.74,1.77,3.39,3.04,2.42,3.19,5.21,5.75,1.71
14137,2.91,10.56,4.59,8.55,7.21,4.34,8.31,13.59,4.52,1.51,4.81,1.95,0.95,2.20,3.33,1.44,5.30,9.89,3.32,0.72
14145,0.69,4.95,3.26,3.79,7.97,3.86,11.43,26.63,2.96,3.36,1.34,3.27,0.72,3.91,2.04,2.97,7.87,5.46,2.84,0.70
14148,4.84,14.96,4.89,3.29,7.48,3.34,5.17,4.27,8.42,2.46,2.19,6.35,0.43,2.40,2.13,4.55,8.52,8.60,4.21,1.49
14164,2.05,11.47,5.25,3.73,8.65,7.93,4.79,8.04,11.61,1.50,4.14,4.80,0.09,6.15,4.14,2.74,3.81,5.27,2.58,1.26
14168,5.64,10.17,6.45,5.36,7.24,2.04,5.10,10.55,9.76,3.84,3.86,6.49,NA,2.50,2.75,2.88,2.99,6.41,5.23,0.74
14171,1.44,14.84,3.32,7.05,15.89,6.07,6.69,7.86,6.10,1.73,2.76,2.14,0.46,3.32,3.89,2.17,2.19,6.70,4.00,1.37
14172,3.16,4.89,10.37,3.29,16.29,5.97,3.37,7.49,8.88,0.13,3.17,1.18,0.52,1.62,2.93,2.28,5.89,14.00,3.74,0.84
14174,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
14180,3.60,20.67,2.61,4.04,9.17,7.59,4.81,6.12,7.96,0.88,3.73,4.64,0.42,2.43,3.01,2.64,4.13,7.08,3.80,0.68
14181,4.29,18.65,2.36,4.27,6.96,4.15,5.10,7.37,5.11,3.81,4.40,4.69,0.88,3.50,3.77,1.15,6.17,6.54,4.44,2.40
14185,3.60,19.39,2.15,4.09,5.66,3.55,2.75,8.91,11.28,1.32,4.81,1.74,1.29,2.90,4.77,1.51,6.48,6.99,5.18,1.63
14187,5.71,20.27,2.44,2.65,7.47,3.17,8.47,14.31,5.35,0.47,4.01,4.96,0.68,1.55,2.76,3.59,1.22,5.63,4.37,0.92
14202,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
14205,3.16,13.98,6.42,4.48,8.05,6.91,8.50,7.90,6.27,1.57,4.16,2.52,0.34,1.69,3.28,2.85,6.54,7.18,3.60,0.60
14206,4.07,11.67,2.23,4.91,7.21,5.06,4.85,19.96,6.09,3.02,4.19,4.64,0.40,2.52,2.55,2.09,2.37,6.65,4.57,0.96
14210,2.55,18.68,0.19,NA,1.74,0.22,17.26,NA,1.68,3.56,20.25,0.93,0.72,NA,13.01,7.27,2.04,9.91,NA,NA
14211,3.84,20.67,5.15,0.82,6.64,4.88,2.04,8.01,9.52,1.81,6.35,4.89,2.09,0.88,3.23,1.37,3.29,8.83,4.84,0.84
14213,4.56,14.83,1.80,2.69,9.83,9.16,3.95,16.83,3.97,2.50,1.70,5.77,NA,2.81,0.75,2.98,4.27,5.99,3.57,2.03
14226,1.98,11.39,5.81,1.77,9.44,3.78,9.49,11.37,8.75,3.50,2.14,3.44,0.85,4.13,4.46,1.76,3.28,7.14,4.03,1.46
14236,6.96,12.05,6.51,7.73,6.98,2.66,5.75,8.87,6.96,2.36,2.71,2.24,1.39,2.99,3.34,4.03,0.57,8.68,3.09,4.13
14241,4.95,12.96,3.39,1.57,9.53,8.92,7.47,10.48,6.93,0.85,4.75,1.33,0.30,3.81,4.71,1.58,5.77,6.95,2.83,0.92
14245,5.96,14.56,3.44,3.36,6.31,4.07,3.28,6.62,12.67,2.10,3.69,4.11,0.61,4.42,3.52,2.02,6.48,7.30,3.76,1.72
14249,4.73,11.75,5.04,3.81,13.48,3.85,5.37,8.26,3.70,0.65,3.85,7.30,1.61,2.07,3.46,2.69,4.44,9.50,3.22,1.21
14251,1.66,10.37,6.89,4.01,7.42,6.98,6.75,12.54,8.66,3.98,1.21,2.48,0.58,2.56,4.46,2.76,4.44,8.29,3.78,0.17
14255,2.65,12.55,3.58,5.76,10.18,4.83,5.40,10.66,6.56,1.89,2.78,4.08,1.36,2.84,1.89,1.28,6.26,11.07,3.07,1.30
14265,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
14284,4.87,11.30,10.30,4.13,14.86,5.24,5.42,8.26,9.21,1.11,5.98,3.39,1.80,2.52,2.93,1.50,1.00,2.78,2.10,1.31
14285,4.93,6.28,3.63,6.59,14.78,3.00,6.43,10.95,8.72,0.88,2.14,2.63,1.57,6.39,4.00,4.35,2.00,5.72,4.39,0.63
14294,5.62,14.24,4.96,6.62,11.78,6.12,1.90,12.35,5.68,2.63,2.78,3.91,1.43,2.57,3.43,2.39,3.63,3.01,4.50,0.44
14295,6.20,11.99,2.86,5.92,8.22,1.73,6.27,11.52,5.54,1.44,1.73,5.54,NA,3.01,4.43,4.13,3.79,8.51,5.80,1.36
14303,4.66,11.27,4.15,4.86,10.99,7.78,3.28,12.07,7.45,3.01,2.78,3.84,0.09,3.29,3.59,2.75,3.80,5.62,3.58,1.13
14312,4.47,8.72,6.56,0.58,12.37,6.79,7.15,8.23,5.01,2.55,3.33,7.47,0.79,3.28,3.16,2.20,3.76,9.08,3.19,1.31
14316,2.48,6.17,4.67,4.81,9.42,4.64,10.77,10.06,2.44,2.05,1.39,7.18,1.05,4.75,3.91,4.03,6.15,8.53,5.08,0.43
14319,3.13,12.34,6.07,6.44,9.71,6.01,6.93,12.23,4.00,2.06,2.96,3.06,0.46,2.16,3.96,2.88,3.68,8.86,2.27,0.78
14322,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
14328,3.01,11.24,6.65,5.19,9.10,6.67,4.95,12.42,7.06,2.84,2.76,3.43,0.71,2.56,3.84,2.89,5.76,4.37,3.95,0.61
14333,4.28,11.13,3.47,6.45,3.64,4.51,7.56,14.76,3.39,1.72,6.79,5.35,0.52,2.72,3.31,2.76,3.20,8.24,4.52,1.68
14336,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
27999,4.11,18.35,3.67,1.55,12.06,6.51,5.72,7.21,1.71,1.04,2.52,6.66,0.33,3.66,4.07,3.35,3.08,10.14,3.62,0.67
28001,4.12,13.63,1.96,0.91,7.49,10.84,3.24,4.72,5.59,0.84,6.36,6.24,1.72,6.16,6.68,2.33,4.61,8.46,3.16,0.95
28003,4.75,15.98,3.38,1.96,7.67,6.59,7.32,6.69,5.69,0.47,6.08,3.34,0.63,4.37,2.92,2.38,5.40,8.08,4.62,1.68
28004,4.07,14.75,2.91,2.40,3.08,6.34,4.74,8.83,6.86,1.44,3.97,9.08,1.01,2.86,4.27,2.28,5.39,9.20,4.64,1.87
28034,1.83,6.37,4.68,5.54,7.06,8.20,5.06,13.21,3.18,2.80,2.51,5.03,0.56,4.76,6.31,3.99,4.22,10.31,2.91,1.49
28043,4.26,18.07,7.50,5.25,13.68,9.42,7.07,4.61,0.71,0.75,3.95,2.91,0.26,2.60,1.52,1.27,4.09,8.14,2.76,1.18
28096,4.53,8.70,3.28,1.33,9.79,10.01,1.59,6.76,10.08,1.20,2.94,3.85,1.33,3.16,1.93,2.87,5.37,13.36,5.60,2.34
28129,3.68,15.71,7.53,6.33,10.32,6.30,3.04,6.91,4.60,2.02,3.38,5.49,0.64,2.28,2.14,1.37,4.93,9.00,2.92,1.41
28132,4.15,9.43,6.67,4.17,6.74,5.93,5.91,8.29,5.60,1.63,3.45,5.50,1.33,2.68,3.99,3.30,7.01,7.78,4.99,1.43
28146,4.38,14.22,2.13,6.39,9.86,6.37,3.06,13.99,5.08,2.65,5.33,3.13,0.66,1.44,2.68,2.46,3.30,6.28,5.31,1.28
28167,4.89,16.17,1.66,1.81,5.23,5.78,11.89,15.30,7.73,1.38,5.78,5.19,0.42,3.29,3.64,3.01,0.93,1.57,3.07,1.26
28176,4.52,10.62,4.43,4.70,4.77,5.54,5.97,13.10,5.83,3.38,2.36,5.09,0.18,3.40,6.21,3.17,5.29,8.11,2.31,1.00
28177,3.28,18.99,3.33,1.98,5.64,4.53,4.59,9.67,5.25,1.79,4.81,7.14,0.85,1.51,2.64,1.69,5.54,11.40,3.91,1.45
28178,3.21,26.92,3.18,1.34,3.73,2.66,5.53,9.29,7.88,1.18,3.45,4.97,0.92,3.21,2.49,1.13,3.75,9.24,5.05,0.86
28265,2.06,12.36,4.97,5.06,13.51,2.47,7.77,8.65,1.70,1.85,3.61,4.28,1.99,3.21,3.97,0.92,4.42,9.26,5.88,2.04
28275,2.04,11.41,4.43,5.97,4.80,5.11,4.35,18.95,4.01,2.74,3.77,5.94,0.64,2.79,3.55,3.24,5.00,6.05,5.05,0.15
28279,3.25,13.58,5.11,1.81,5.61,4.13,10.36,12.79,10.78,0.56,3.09,1.33,2.95,1.99,2.01,1.62,5.90,6.11,4.41,2.61
28280,4.35,11.63,4.52,5.07,11.21,6.90,2.39,10.92,6.55,3.52,3.72,3.87,0.05,2.67,2.18,3.43,4.03,8.02,4.72,0.24
28281,2.14,5.83,6.67,3.65,7.13,7.46,9.03,15.24,2.26,3.75,0.54,7.01,0.73,3.79,3.34,1.91,2.72,10.86,5.40,0.53
28282,3.95,7.50,2.18,1.90,12.35,5.84,5.85,10.24,5.37,1.25,11.46,3.45,0.39,4.36,1.98,2.17,7.75,7.13,3.50,1.40
28284,5.12,14.05,6.45,3.49,4.22,2.76,7.92,3.43,9.49,1.95,3.15,5.37,0.28,2.46,4.31,2.99,5.99,11.13,3.53,1.92
28289,4.06,15.95,3.64,2.66,10.55,6.75,7.70,3.20,2.09,2.40,6.66,6.85,1.21,3.29,4.56,1.25,4.13,8.43,3.37,1.26
28291,3.23,15.13,3.54,4.02,10.32,2.69,8.84,10.90,6.47,1.43,3.46,5.76,0.75,3.88,3.17,2.17,3.65,6.29,2.50,1.81
28292,2.49,11.26,7.65,1.93,9.37,6.96,2.60,10.34,5.58,3.22,3.45,2.84,0.90,3.90,3.35,1.21,7.17,9.21,4.58,1.98
28297,4.21,10.89,4.26,6.79,6.03,3.00,4.66,9.90,9.25,1.91,3.21,5.27,0.64,3.66,5.06,2.66,4.28,9.12,3.54,1.66
28299,6.98,17.29,3.07,2.81,5.84,1.83,10.69,6.70,6.01,2.53,1.39,3.86,0.47,4.02,3.77,1.41,6.56,8.72,4.62,1.43
28307,3.75,15.73,3.93,5.66,12.38,5.76,3.86,9.61,5.59,2.13,2.59,3.07,1.17,2.74,2.70,2.49,4.24,7.91,3.59,1.12
28308,4.19,16.67,1.60,2.49,5.49,4.38,7.59,9.20,7.00,1.68,3.40,5.21,1.55,3.17,2.01,2.92,5.37,10.22,4.31,1.55
28312,5.69,14.56,4.29,2.85,15.11,9.28,1.18,4.57,6.82,1.18,0.95,2.65,0.15,3.68,1.58,2.16,7.80,8.96,5.08,1.44
28315,2.97,9.74,2.47,3.72,7.70,6.09,10.57,13.66,3.28,0.89,4.21,6.77,1.15,3.32,3.71,1.95,3.59,8.26,4.30,1.63
28318,4.24,15.31,6.97,4.51,5.48,3.23,2.11,13.13,6.66,1.70,3.62,3.35,0.19,2.80,2.55,2.58,7.49,9.95,3.37,0.77
28320,6.87,17.98,7.30,5.19,7.36,4.51,3.33,2.63,6.17,2.99,3.77,5.23,0.26,2.23,2.06,3.39,4.64,8.77,3.21,2.12
28323,5.11,15.61,5.61,6.58,6.38,3.51,5.52,10.67,2.89,1.62,2.12,6.60,0.47,2.35,2.66,2.86,5.55,9.30,3.40,1.19
28326,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
28330,4.53,17.40,3.26,2.51,3.25,4.65,4.91,12.63,5.80,1.09,4.75,3.79,0.06,4.20,4.22,3.43,4.48,9.94,2.28,2.80
28331,5.37,13.32,4.31,5.38,4.90,4.22,4.61,5.84,9.76,1.02,4.83,5.78,0.47,3.69,3.89,2.34,4.47,10.30,3.97,1.55
28332,3.95,13.77,10.79,2.89,9.92,5.90,4.47,13.31,5.33,0.76,3.79,0.74,0.56,2.34,2.42,2.54,4.36,8.40,2.31,1.44
28334,2.47,18.57,4.34,4.74,4.70,5.05,5.27,7.75,4.19,2.00,2.92,7.87,1.59,3.73,4.94,2.22,3.57,9.00,3.89,1.19
28335,4.54,15.83,4.10,4.52,6.34,4.23,7.78,8.49,7.35,0.65,4.14,3.97,NA,2.79,2.86,2.20,6.37,8.73,3.39,1.73
